"city","female","black","email","listing_timestamp","sent_timestamp","response_timestamp","sending_name"
"boston",1,1,NA,NA,NA,NA,"Tionna Wilson"
"boston",1,0,NA,NA,NA,NA,"Kristen Hall"
"boston",1,1,NA,NA,NA,NA,"Ebony Williams"
"boston",0,1,NA,NA,NA,NA,"DeAndre Jackson"
"boston",1,1,NA,NA,NA,NA,"Tionna Wilson"
"boston",1,1,NA,NA,NA,NA,"Ebony Williams"
"boston",0,0,NA,NA,NA,NA,"Luke Mitchell"
"boston",1,1,NA,NA,NA,NA,"Tionna Wilson"
"boston",0,0,NA,NA,NA,NA,"Luke Mitchell"
"boston",0,1,NA,NA,NA,NA,"Terell Robinson"
"boston",1,1,NA,NA,NA,NA,"Ebony Williams"
"boston",1,1,NA,NA,NA,NA,"Shanice Thomas"
"boston",0,0,NA,NA,NA,NA,"Brad Anderson"
"boston",1,0,NA,NA,NA,NA,"Stephanie Nelson"
"boston",0,1,NA,NA,NA,NA,"DeAndre Jackson"
"boston",0,0,NA,NA,NA,NA,"Brad Anderson"
"boston",0,0,NA,NA,NA,NA,"Steven Smith"
"boston",1,0,NA,NA,NA,NA,"Stephanie Nelson"
"boston",1,0,NA,NA,NA,NA,"Stephanie Nelson"
"boston",1,0,NA,NA,NA,NA,"Hilary Roberts"
"boston",0,1,NA,NA,NA,NA,"Jayvon Carter"
"boston",1,0,NA,NA,NA,NA,"Kristen Hall"
"boston",1,1,NA,NA,NA,NA,"Tyra Booker"
"boston",0,1,NA,NA,NA,NA,"Terell Robinson"
"boston",1,0,NA,NA,NA,NA,"Amy Morgan"
"boston",1,0,NA,NA,NA,NA,"Stephanie Nelson"
"boston",0,0,NA,NA,NA,NA,"Brad Anderson"
"boston",0,1,NA,NA,NA,NA,"Jamal Jefferson"
"boston",0,1,NA,NA,NA,NA,"Terell Robinson"
"boston",1,1,NA,NA,NA,NA,"Tyra Booker"
"boston",1,0,NA,NA,NA,NA,"Amy Morgan"
"boston",1,0,NA,NA,NA,NA,"Kristen Hall"
"boston",0,1,NA,NA,NA,NA,"Terell Robinson"
"boston",0,0,NA,NA,NA,NA,"Luke Mitchell"
"boston",0,0,NA,NA,NA,NA,"Luke Mitchell"
"boston",0,1,NA,NA,NA,NA,"Jamal Jefferson"
"boston",1,1,NA,NA,NA,NA,"Tionna Wilson"
"boston",0,0,NA,NA,NA,NA,"Steven Smith"
"boston",0,1,NA,NA,NA,NA,"Terell Robinson"
"boston",1,1,NA,NA,NA,NA,"Tyra Booker"
"boston",1,1,NA,NA,NA,NA,"Ebony Williams"
"boston",0,1,NA,NA,NA,NA,"Jamal Jefferson"
"boston",0,0,NA,NA,NA,NA,"Brian Bailey"
"boston",0,0,NA,NA,NA,NA,"Luke Mitchell"
"boston",1,0,NA,NA,NA,NA,"Hilary Roberts"
"boston",0,0,NA,NA,NA,NA,"Brad Anderson"
"boston",1,0,NA,NA,NA,NA,"Kristen Hall"
"boston",1,0,NA,NA,NA,NA,"Stephanie Nelson"
"boston",1,1,NA,NA,NA,NA,"Ebony Williams"
"boston",0,0,NA,NA,NA,NA,"Brian Bailey"
"boston",0,1,NA,NA,NA,NA,"Jayvon Carter"
"boston",1,1,NA,NA,NA,NA,"Shanice Thomas"
"boston",1,1,NA,NA,NA,NA,"Tyra Booker"
"boston",0,1,NA,NA,NA,NA,"Jayvon Carter"
"boston",0,0,NA,NA,NA,NA,"Brian Bailey"
"boston",1,0,NA,NA,NA,NA,"Hilary Roberts"
"boston",0,1,NA,NA,NA,NA,"DeAndre Jackson"
"boston",1,1,NA,NA,NA,NA,"Shanice Thomas"
"boston",0,0,NA,NA,NA,NA,"Steven Smith"
"boston",1,1,NA,NA,NA,NA,"Ebony Williams"
"boston",0,0,NA,NA,NA,NA,"Luke Mitchell"
"boston",0,1,NA,NA,NA,NA,"DeAndre Jackson"
"boston",0,1,NA,NA,NA,NA,"Jamal Jefferson"
"boston",0,0,NA,NA,NA,NA,"Steven Smith"
"boston",1,0,NA,NA,NA,NA,"Hilary Roberts"
"boston",0,0,NA,NA,NA,NA,"Brad Anderson"
"boston",0,0,NA,NA,NA,NA,"Brian Bailey"
"boston",1,0,NA,NA,NA,NA,"Hilary Roberts"
"boston",1,1,NA,NA,NA,NA,"Ebony Williams"
"boston",0,0,NA,NA,NA,NA,"Steven Smith"
"boston",0,0,NA,NA,NA,NA,"Brad Anderson"
"boston",0,1,NA,NA,NA,NA,"DeAndre Jackson"
"boston",0,1,NA,NA,NA,NA,"Jamal Jefferson"
"boston",1,1,NA,NA,NA,NA,"Tyra Booker"
"boston",1,1,NA,NA,NA,NA,"Tionna Wilson"
"boston",0,0,NA,NA,NA,NA,"Brad Anderson"
"boston",1,1,NA,NA,NA,NA,"Tyra Booker"
"boston",1,0,NA,NA,NA,NA,"Hilary Roberts"
"boston",1,0,NA,NA,NA,NA,"Stephanie Nelson"
"boston",0,1,NA,NA,NA,NA,"Jamal Jefferson"
"boston",1,1,NA,NA,NA,NA,"Ebony Williams"
"boston",1,1,NA,NA,NA,NA,"Tionna Wilson"
"boston",1,0,NA,NA,NA,NA,"Kristen Hall"
"boston",1,1,NA,NA,NA,NA,"Tionna Wilson"
"boston",0,0,NA,NA,NA,NA,"Luke Mitchell"
"boston",1,1,NA,NA,NA,NA,"Ebony Williams"
"boston",0,0,NA,NA,NA,NA,"Steven Smith"
"boston",1,0,NA,NA,NA,NA,"Stephanie Nelson"
"boston",1,0,NA,NA,NA,NA,"Hilary Roberts"
"boston",0,0,NA,NA,NA,NA,"Luke Mitchell"
"boston",0,1,NA,NA,NA,NA,"Jamal Jefferson"
"boston",0,0,NA,NA,NA,NA,"Brad Anderson"
"boston",1,0,NA,NA,NA,NA,"Hilary Roberts"
"boston",1,1,NA,NA,NA,NA,"Ebony Williams"
"boston",1,0,NA,NA,NA,NA,"Hilary Roberts"
"boston",1,1,NA,NA,NA,NA,"Shanice Thomas"
"boston",1,1,NA,NA,NA,NA,"Tionna Wilson"
"boston",0,0,NA,NA,NA,NA,"Brian Bailey"
"boston",1,1,NA,NA,NA,NA,"Shanice Thomas"
"boston",1,0,NA,NA,NA,NA,"Kristen Hall"
"boston",1,1,NA,NA,NA,NA,"Tyra Booker"
"boston",0,1,NA,NA,NA,NA,"Jamal Jefferson"
"boston",0,0,NA,NA,NA,NA,"Brad Anderson"
"boston",0,0,NA,NA,NA,NA,"Brad Anderson"
"boston",1,0,NA,NA,NA,NA,"Kristen Hall"
"boston",1,1,NA,NA,NA,NA,"Tyra Booker"
"boston",0,0,NA,NA,NA,NA,"Brian Bailey"
"boston",0,1,NA,NA,NA,NA,"Jamal Jefferson"
"boston",0,1,NA,NA,NA,NA,"DeAndre Jackson"
"boston",0,1,NA,NA,NA,NA,"Jamal Jefferson"
"boston",0,0,NA,NA,NA,NA,"Luke Mitchell"
"boston",0,1,NA,NA,NA,NA,"Jayvon Carter"
"boston",1,0,NA,NA,NA,NA,"Hilary Roberts"
"boston",0,1,NA,NA,NA,NA,"Jamal Jefferson"
"boston",1,1,NA,NA,NA,NA,"Ebony Williams"
"boston",1,0,NA,NA,NA,NA,"Hilary Roberts"
"boston",1,0,NA,NA,NA,NA,"Amy Morgan"
"boston",0,0,NA,NA,NA,NA,"Steven Smith"
"boston",1,1,NA,NA,NA,NA,"Tionna Wilson"
"boston",0,1,NA,NA,NA,NA,"Terell Robinson"
"boston",0,1,NA,NA,NA,NA,"Jamal Jefferson"
"boston",0,1,NA,NA,NA,NA,"Jayvon Carter"
"boston",1,0,NA,NA,NA,NA,"Kristen Hall"
"boston",1,0,NA,NA,NA,NA,"Amy Morgan"
"boston",1,0,NA,NA,NA,NA,"Kristen Hall"
"boston",1,1,NA,NA,NA,NA,"Tionna Wilson"
"boston",0,1,NA,NA,NA,NA,"Jayvon Carter"
"boston",0,0,NA,NA,NA,NA,"Brian Bailey"
"boston",0,0,NA,NA,NA,NA,"Brad Anderson"
"boston",1,1,NA,NA,NA,NA,"Ebony Williams"
"boston",1,0,NA,NA,NA,NA,"Hilary Roberts"
"boston",0,0,NA,NA,NA,NA,"Brad Anderson"
"boston",1,0,NA,NA,NA,NA,"Hilary Roberts"
"boston",0,0,NA,NA,NA,NA,"Steven Smith"
"boston",1,0,NA,NA,NA,NA,"Stephanie Nelson"
"boston",1,1,NA,NA,NA,NA,"Shanice Thomas"
"boston",1,0,NA,NA,NA,NA,"Stephanie Nelson"
"boston",1,1,NA,NA,NA,NA,"Tionna Wilson"
"boston",1,0,NA,NA,NA,NA,"Amy Morgan"
"boston",1,0,NA,NA,NA,NA,"Amy Morgan"
"boston",1,0,NA,NA,NA,NA,"Kristen Hall"
"boston",1,0,NA,NA,NA,NA,"Hilary Roberts"
"boston",0,1,NA,NA,NA,NA,"DeAndre Jackson"
"boston",1,1,NA,NA,NA,NA,"Tyra Booker"
"boston",0,1,NA,NA,NA,NA,"DeAndre Jackson"
"boston",1,0,NA,NA,NA,NA,"Amy Morgan"
"boston",0,1,NA,NA,NA,NA,"Jayvon Carter"
"boston",1,0,NA,NA,NA,NA,"Hilary Roberts"
"boston",0,0,NA,NA,NA,NA,"Brad Anderson"
"boston",0,1,NA,NA,NA,NA,"Jamal Jefferson"
"boston",0,0,NA,NA,NA,NA,"Luke Mitchell"
"boston",0,1,NA,NA,NA,NA,"Terell Robinson"
"boston",1,0,NA,NA,NA,NA,"Kristen Hall"
"boston",0,1,NA,NA,NA,NA,"Jamal Jefferson"
"boston",1,0,NA,NA,NA,NA,"Stephanie Nelson"
"boston",0,0,NA,NA,NA,NA,"Luke Mitchell"
"boston",1,0,NA,NA,NA,NA,"Stephanie Nelson"
"boston",0,1,NA,NA,NA,NA,"DeAndre Jackson"
"boston",1,0,NA,NA,NA,NA,"Hilary Roberts"
"boston",0,0,NA,NA,NA,NA,"Brad Anderson"
"boston",0,0,NA,NA,NA,NA,"Steven Smith"
"boston",0,1,NA,NA,NA,NA,"DeAndre Jackson"
"boston",0,1,NA,NA,NA,NA,"Jayvon Carter"
"boston",0,1,NA,NA,NA,NA,"Jamal Jefferson"
"boston",1,1,NA,NA,NA,NA,"Tionna Wilson"
"boston",0,1,NA,NA,NA,NA,"DeAndre Jackson"
"boston",0,1,NA,NA,NA,NA,"DeAndre Jackson"
"boston",0,0,NA,NA,NA,NA,"Brad Anderson"
"boston",0,0,NA,NA,NA,NA,"Brian Bailey"
"boston",1,0,NA,NA,NA,NA,"Kristen Hall"
"boston",1,0,NA,NA,NA,NA,"Kristen Hall"
"boston",1,1,NA,NA,NA,NA,"Shanice Thomas"
"boston",1,0,NA,NA,NA,NA,"Hilary Roberts"
"boston",0,0,NA,NA,NA,NA,"Brad Anderson"
"boston",1,1,NA,NA,NA,NA,"Tionna Wilson"
"boston",1,0,NA,NA,NA,NA,"Stephanie Nelson"
"boston",0,1,NA,NA,NA,NA,"Jamal Jefferson"
"boston",1,0,NA,NA,NA,NA,"Stephanie Nelson"
"boston",1,0,NA,NA,NA,NA,"Amy Morgan"
"boston",0,1,NA,NA,NA,NA,"Jamal Jefferson"
"boston",1,0,NA,NA,NA,NA,"Kristen Hall"
"boston",1,0,NA,NA,NA,NA,"Hilary Roberts"
"boston",0,0,NA,NA,NA,NA,"Luke Mitchell"
"boston",0,0,NA,NA,NA,NA,"Steven Smith"
"boston",0,1,NA,NA,NA,NA,"Jamal Jefferson"
"boston",0,1,NA,NA,NA,NA,"Jamal Jefferson"
"boston",0,1,NA,NA,NA,NA,"Jayvon Carter"
"boston",0,1,NA,NA,NA,NA,"Terell Robinson"
"boston",0,0,NA,NA,NA,NA,"Brad Anderson"
"boston",0,0,NA,NA,NA,NA,"Steven Smith"
"boston",1,1,NA,NA,NA,NA,"Tionna Wilson"
"boston",0,0,NA,NA,NA,NA,"Brian Bailey"
"boston",0,0,NA,NA,NA,NA,"Brian Bailey"
"boston",1,0,NA,NA,NA,NA,"Stephanie Nelson"
"boston",0,0,NA,NA,NA,NA,"Luke Mitchell"
"boston",1,1,NA,NA,NA,NA,"Ebony Williams"
"boston",0,1,NA,NA,NA,NA,"DeAndre Jackson"
"boston",0,1,NA,NA,NA,NA,"Jamal Jefferson"
"boston",1,0,NA,NA,NA,NA,"Hilary Roberts"
"boston",0,0,NA,NA,NA,NA,"Brad Anderson"
"boston",0,0,NA,NA,NA,NA,"Steven Smith"
"boston",0,0,NA,NA,NA,NA,"Brad Anderson"
"boston",1,0,NA,NA,NA,NA,"Hilary Roberts"
"boston",1,0,NA,NA,NA,NA,"Stephanie Nelson"
"boston",1,0,NA,NA,NA,NA,"Amy Morgan"
"boston",1,0,NA,NA,NA,NA,"Stephanie Nelson"
"boston",0,0,NA,NA,NA,NA,"Brian Bailey"
"boston",0,0,NA,NA,NA,NA,"Brad Anderson"
"boston",0,1,NA,NA,NA,NA,"DeAndre Jackson"
"boston",1,1,NA,NA,NA,NA,"Shanice Thomas"
"boston",1,1,NA,NA,NA,NA,"Tionna Wilson"
"boston",0,0,NA,NA,NA,NA,"Brad Anderson"
"boston",0,1,NA,NA,NA,NA,"DeAndre Jackson"
"boston",1,0,NA,NA,NA,NA,"Hilary Roberts"
"boston",1,1,NA,NA,NA,NA,"Ebony Williams"
"boston",1,0,NA,NA,NA,NA,"Stephanie Nelson"
"boston",1,0,NA,NA,NA,NA,"Stephanie Nelson"
"boston",0,1,NA,NA,NA,NA,"Jamal Jefferson"
"boston",1,0,NA,NA,NA,NA,"Amy Morgan"
"boston",0,1,NA,NA,NA,NA,"Terell Robinson"
"boston",0,0,NA,NA,NA,NA,"Brad Anderson"
"boston",1,0,NA,NA,NA,NA,"Stephanie Nelson"
"boston",0,1,NA,NA,NA,NA,"Terell Robinson"
"boston",1,1,NA,NA,NA,NA,"Tionna Wilson"
"boston",0,0,NA,NA,NA,NA,"Brian Bailey"
"boston",1,0,NA,NA,NA,NA,"Stephanie Nelson"
"boston",0,1,NA,NA,NA,NA,"DeAndre Jackson"
"boston",0,0,NA,NA,NA,NA,"Brian Bailey"
"boston",1,1,NA,NA,NA,NA,"Shanice Thomas"
"boston",1,1,NA,NA,NA,NA,"Ebony Williams"
"boston",0,1,NA,NA,NA,NA,"DeAndre Jackson"
"boston",0,0,NA,NA,NA,NA,"Steven Smith"
"boston",0,0,NA,NA,NA,NA,"Luke Mitchell"
"boston",1,1,NA,NA,NA,NA,"Ebony Williams"
"boston",0,0,NA,NA,NA,NA,"Brian Bailey"
"boston",1,1,NA,NA,NA,NA,"Tyra Booker"
"boston",1,0,NA,NA,NA,NA,"Stephanie Nelson"
"boston",1,0,NA,NA,NA,NA,"Amy Morgan"
"boston",0,1,NA,NA,NA,NA,"DeAndre Jackson"
"boston",1,1,NA,NA,NA,NA,"Tyra Booker"
"boston",1,1,NA,NA,NA,NA,"Tyra Booker"
"boston",0,0,NA,NA,NA,NA,"Luke Mitchell"
"boston",1,1,NA,NA,NA,NA,"Tyra Booker"
"boston",1,1,NA,NA,NA,NA,"Shanice Thomas"
"boston",1,0,NA,NA,NA,NA,"Kristen Hall"
"boston",1,1,NA,NA,NA,NA,"Ebony Williams"
"boston",0,1,NA,NA,NA,NA,"Jayvon Carter"
"boston",1,0,NA,NA,NA,NA,"Amy Morgan"
"boston",1,1,NA,NA,NA,NA,"Tyra Booker"
"boston",0,1,NA,NA,NA,NA,"DeAndre Jackson"
"boston",0,1,NA,NA,NA,NA,"DeAndre Jackson"
"boston",1,1,NA,NA,NA,NA,"Tionna Wilson"
"boston",0,1,NA,NA,NA,NA,"Terell Robinson"
"boston",0,1,NA,NA,NA,NA,"Jamal Jefferson"
"boston",0,1,NA,NA,NA,NA,"Terell Robinson"
"boston",1,1,NA,NA,NA,NA,"Ebony Williams"
"boston",1,0,NA,NA,NA,NA,"Amy Morgan"
"boston",0,1,NA,NA,NA,NA,"Terell Robinson"
"boston",0,0,NA,NA,NA,NA,"Steven Smith"
"boston",0,1,NA,NA,NA,NA,"Terell Robinson"
"boston",0,0,NA,NA,NA,NA,"Brad Anderson"
"boston",1,0,NA,NA,NA,NA,"Kristen Hall"
"boston",0,0,NA,NA,NA,NA,"Steven Smith"
"boston",0,1,NA,NA,NA,NA,"Jayvon Carter"
"boston",1,0,NA,NA,NA,NA,"Amy Morgan"
"boston",0,1,NA,NA,NA,NA,"DeAndre Jackson"
"boston",0,1,NA,NA,NA,NA,"Jayvon Carter"
"boston",0,1,NA,NA,NA,NA,"Jayvon Carter"
"boston",0,0,NA,NA,NA,NA,"Steven Smith"
"boston",1,0,NA,NA,NA,NA,"Amy Morgan"
"boston",0,1,NA,NA,NA,NA,"DeAndre Jackson"
"boston",0,1,NA,NA,NA,NA,"DeAndre Jackson"
"boston",0,1,NA,NA,NA,NA,"Jayvon Carter"
"boston",0,1,NA,NA,NA,NA,"DeAndre Jackson"
"boston",1,1,NA,NA,NA,NA,"Tionna Wilson"
"boston",1,1,NA,NA,NA,NA,"Ebony Williams"
"boston",0,1,NA,NA,NA,NA,"Jamal Jefferson"
"phoenix",1,0,NA,NA,NA,NA,"Hilary Roberts"
"phoenix",1,0,NA,NA,NA,NA,"Hilary Roberts"
"phoenix",1,1,NA,NA,NA,NA,"Shanice Thomas"
"phoenix",1,1,NA,NA,NA,NA,"Ebony Williams"
"phoenix",0,0,NA,NA,NA,NA,"Steven Smith"
"phoenix",0,0,NA,NA,NA,NA,"Luke Mitchell"
"phoenix",1,1,NA,NA,NA,NA,"Shanice Thomas"
"phoenix",0,0,NA,NA,NA,NA,"Luke Mitchell"
"phoenix",0,0,NA,NA,NA,NA,"Steven Smith"
"phoenix",1,1,NA,NA,NA,NA,"Tionna Wilson"
"phoenix",0,0,NA,NA,NA,NA,"Steven Smith"
"phoenix",0,1,NA,NA,NA,NA,"Jayvon Carter"
"phoenix",0,1,NA,NA,NA,NA,"Terell Robinson"
"phoenix",0,1,NA,NA,NA,NA,"Jayvon Carter"
"phoenix",1,0,NA,NA,NA,NA,"Stephanie Nelson"
"phoenix",0,1,NA,NA,NA,NA,"Jamal Jefferson"
"phoenix",1,0,NA,NA,NA,NA,"Kristen Hall"
"phoenix",1,1,NA,NA,NA,NA,"Shanice Thomas"
"phoenix",1,0,NA,NA,NA,NA,"Amy Morgan"
"phoenix",1,1,NA,NA,NA,NA,"Ebony Williams"
"phoenix",0,1,NA,NA,NA,NA,"Jayvon Carter"
"phoenix",1,0,NA,NA,NA,NA,"Amy Morgan"
"phoenix",1,1,NA,NA,NA,NA,"Ebony Williams"
"phoenix",0,1,NA,NA,NA,NA,"Jamal Jefferson"
"phoenix",1,1,NA,NA,NA,NA,"Shanice Thomas"
"phoenix",1,1,NA,NA,NA,NA,"Shanice Thomas"
"phoenix",0,1,NA,NA,NA,NA,"Jayvon Carter"
"phoenix",1,1,NA,NA,NA,NA,"Ebony Williams"
"phoenix",0,0,NA,NA,NA,NA,"Luke Mitchell"
"phoenix",1,0,NA,NA,NA,NA,"Hilary Roberts"
"phoenix",0,0,NA,NA,NA,NA,"Steven Smith"
"phoenix",1,0,NA,NA,NA,NA,"Kristen Hall"
"phoenix",1,1,NA,NA,NA,NA,"Tyra Booker"
"phoenix",1,1,NA,NA,NA,NA,"Shanice Thomas"
"phoenix",0,1,NA,NA,NA,NA,"Terell Robinson"
"phoenix",1,1,NA,NA,NA,NA,"Tionna Wilson"
"phoenix",1,1,NA,NA,NA,NA,"Tionna Wilson"
"phoenix",0,0,NA,NA,NA,NA,"Brad Anderson"
"phoenix",0,1,NA,NA,NA,NA,"Jamal Jefferson"
"phoenix",0,1,NA,NA,NA,NA,"Jayvon Carter"
"phoenix",1,0,NA,NA,NA,NA,"Hilary Roberts"
"phoenix",0,0,NA,NA,NA,NA,"Steven Smith"
"phoenix",0,1,NA,NA,NA,NA,"Jayvon Carter"
"phoenix",1,0,NA,NA,NA,NA,"Kristen Hall"
"phoenix",1,0,NA,NA,NA,NA,"Hilary Roberts"
"phoenix",0,1,NA,NA,NA,NA,"Jamal Jefferson"
"phoenix",0,0,NA,NA,NA,NA,"Steven Smith"
"phoenix",1,1,NA,NA,NA,NA,"Ebony Williams"
"phoenix",1,1,NA,NA,NA,NA,"Ebony Williams"
"phoenix",1,0,NA,NA,NA,NA,"Kristen Hall"
"phoenix",0,0,NA,NA,NA,NA,"Steven Smith"
"phoenix",0,0,NA,NA,NA,NA,"Luke Mitchell"
"phoenix",0,0,NA,NA,NA,NA,"Steven Smith"
"phoenix",1,1,NA,NA,NA,NA,"Ebony Williams"
"phoenix",0,1,NA,NA,NA,NA,"Jayvon Carter"
"phoenix",1,1,NA,NA,NA,NA,"Tyra Booker"
"phoenix",1,1,NA,NA,NA,NA,"Shanice Thomas"
"phoenix",1,1,NA,NA,NA,NA,"Shanice Thomas"
"phoenix",1,0,NA,NA,NA,NA,"Kristen Hall"
"phoenix",1,1,NA,NA,NA,NA,"Tionna Wilson"
"phoenix",1,1,NA,NA,NA,NA,"Tyra Booker"
"phoenix",0,1,NA,NA,NA,NA,"Jayvon Carter"
"phoenix",0,1,NA,NA,NA,NA,"Terell Robinson"
"phoenix",1,0,NA,NA,NA,NA,"Hilary Roberts"
"phoenix",0,1,NA,NA,NA,NA,"Jamal Jefferson"
"phoenix",1,1,NA,NA,NA,NA,"Shanice Thomas"
"phoenix",1,1,NA,NA,NA,NA,"Shanice Thomas"
"phoenix",0,0,NA,NA,NA,NA,"Steven Smith"
"phoenix",1,1,NA,NA,NA,NA,"Tionna Wilson"
"phoenix",0,1,NA,NA,NA,NA,"DeAndre Jackson"
"phoenix",0,0,NA,NA,NA,NA,"Steven Smith"
"phoenix",0,1,NA,NA,NA,NA,"Jamal Jefferson"
"phoenix",1,1,NA,NA,NA,NA,"Shanice Thomas"
"phoenix",1,1,NA,NA,NA,NA,"Tionna Wilson"
"phoenix",1,0,NA,NA,NA,NA,"Hilary Roberts"
"phoenix",1,0,NA,NA,NA,NA,"Stephanie Nelson"
"phoenix",1,0,NA,NA,NA,NA,"Amy Morgan"
"phoenix",1,1,NA,NA,NA,NA,"Tyra Booker"
"phoenix",0,1,NA,NA,NA,NA,"Jayvon Carter"
"phoenix",0,1,NA,NA,NA,NA,"DeAndre Jackson"
"phoenix",0,1,NA,NA,NA,NA,"Terell Robinson"
"phoenix",1,1,NA,NA,NA,NA,"Tyra Booker"
"phoenix",0,0,NA,NA,NA,NA,"Luke Mitchell"
"phoenix",1,1,NA,NA,NA,NA,"Tyra Booker"
"phoenix",1,0,NA,NA,NA,NA,"Kristen Hall"
"phoenix",0,0,NA,NA,NA,NA,"Brian Bailey"
"phoenix",0,1,NA,NA,NA,NA,"DeAndre Jackson"
"phoenix",1,0,NA,NA,NA,NA,"Kristen Hall"
"phoenix",0,1,NA,NA,NA,NA,"Jamal Jefferson"
"phoenix",1,1,NA,NA,NA,NA,"Shanice Thomas"
"phoenix",1,1,NA,NA,NA,NA,"Ebony Williams"
"phoenix",1,0,NA,NA,NA,NA,"Hilary Roberts"
"phoenix",1,0,NA,NA,NA,NA,"Kristen Hall"
"phoenix",1,1,NA,NA,NA,NA,"Ebony Williams"
"phoenix",0,1,NA,NA,NA,NA,"DeAndre Jackson"
"phoenix",0,1,NA,NA,NA,NA,"DeAndre Jackson"
"phoenix",1,0,NA,NA,NA,NA,"Hilary Roberts"
"phoenix",0,1,NA,NA,NA,NA,"Jamal Jefferson"
"phoenix",1,0,NA,NA,NA,NA,"Stephanie Nelson"
"phoenix",0,1,NA,NA,NA,NA,"Jamal Jefferson"
"phoenix",0,1,NA,NA,NA,NA,"DeAndre Jackson"
"phoenix",1,1,NA,NA,NA,NA,"Ebony Williams"
"phoenix",1,1,NA,NA,NA,NA,"Tionna Wilson"
"phoenix",1,0,NA,NA,NA,NA,"Stephanie Nelson"
"phoenix",1,1,NA,NA,NA,NA,"Tionna Wilson"
"phoenix",0,0,NA,NA,NA,NA,"Brian Bailey"
"phoenix",1,1,NA,NA,NA,NA,"Tionna Wilson"
"phoenix",0,0,NA,NA,NA,NA,"Luke Mitchell"
"phoenix",1,1,NA,NA,NA,NA,"Tyra Booker"
"phoenix",0,0,NA,NA,NA,NA,"Steven Smith"
"phoenix",0,0,NA,NA,NA,NA,"Brian Bailey"
"phoenix",1,0,NA,NA,NA,NA,"Stephanie Nelson"
"phoenix",0,0,NA,NA,NA,NA,"Brian Bailey"
"phoenix",1,0,NA,NA,NA,NA,"Kristen Hall"
"phoenix",1,0,NA,NA,NA,NA,"Kristen Hall"
"phoenix",1,0,NA,NA,NA,NA,"Amy Morgan"
"phoenix",0,0,NA,NA,NA,NA,"Steven Smith"
"phoenix",1,0,NA,NA,NA,NA,"Stephanie Nelson"
"phoenix",0,1,NA,NA,NA,NA,"Jayvon Carter"
"phoenix",0,0,NA,NA,NA,NA,"Brian Bailey"
"phoenix",0,0,NA,NA,NA,NA,"Brad Anderson"
"phoenix",0,1,NA,NA,NA,NA,"Terell Robinson"
"phoenix",1,0,NA,NA,NA,NA,"Amy Morgan"
"phoenix",1,0,NA,NA,NA,NA,"Kristen Hall"
"phoenix",1,1,NA,NA,NA,NA,"Tionna Wilson"
"phoenix",1,0,NA,NA,NA,NA,"Hilary Roberts"
"phoenix",0,1,NA,NA,NA,NA,"Jamal Jefferson"
"phoenix",1,1,NA,NA,NA,NA,"Tionna Wilson"
"phoenix",1,1,NA,NA,NA,NA,"Ebony Williams"
"phoenix",1,0,NA,NA,NA,NA,"Amy Morgan"
"phoenix",0,0,NA,NA,NA,NA,"Luke Mitchell"
"phoenix",0,0,NA,NA,NA,NA,"Steven Smith"
"phoenix",0,1,NA,NA,NA,NA,"DeAndre Jackson"
"phoenix",1,1,NA,NA,NA,NA,"Tyra Booker"
"phoenix",1,0,NA,NA,NA,NA,"Stephanie Nelson"
"phoenix",1,1,NA,NA,NA,NA,"Ebony Williams"
"phoenix",0,0,NA,NA,NA,NA,"Brian Bailey"
"phoenix",0,1,NA,NA,NA,NA,"Terell Robinson"
"phoenix",0,1,NA,NA,NA,NA,"Jayvon Carter"
"phoenix",1,1,NA,NA,NA,NA,"Ebony Williams"
"phoenix",0,1,NA,NA,NA,NA,"DeAndre Jackson"
"phoenix",1,0,NA,NA,NA,NA,"Stephanie Nelson"
"phoenix",1,0,NA,NA,NA,NA,"Hilary Roberts"
"phoenix",0,0,NA,NA,NA,NA,"Brian Bailey"
"phoenix",0,0,NA,NA,NA,NA,"Steven Smith"
"phoenix",1,1,NA,NA,NA,NA,"Shanice Thomas"
"phoenix",0,0,NA,NA,NA,NA,"Brad Anderson"
"phoenix",1,1,NA,NA,NA,NA,"Tionna Wilson"
"phoenix",1,1,NA,NA,NA,NA,"Shanice Thomas"
"phoenix",1,0,NA,NA,NA,NA,"Kristen Hall"
"phoenix",1,0,NA,NA,NA,NA,"Hilary Roberts"
"phoenix",1,1,NA,NA,NA,NA,"Shanice Thomas"
"phoenix",0,1,NA,NA,NA,NA,"Jamal Jefferson"
"phoenix",0,0,NA,NA,NA,NA,"Steven Smith"
"phoenix",0,1,NA,NA,NA,NA,"DeAndre Jackson"
"phoenix",1,1,NA,NA,NA,NA,"Ebony Williams"
"phoenix",1,1,NA,NA,NA,NA,"Shanice Thomas"
"phoenix",0,0,NA,NA,NA,NA,"Steven Smith"
"phoenix",0,1,NA,NA,NA,NA,"Jayvon Carter"
"phoenix",0,1,NA,NA,NA,NA,"DeAndre Jackson"
"phoenix",1,0,NA,NA,NA,NA,"Kristen Hall"
"phoenix",1,1,NA,NA,NA,NA,"Tionna Wilson"
"phoenix",1,0,NA,NA,NA,NA,"Hilary Roberts"
"phoenix",0,0,NA,NA,NA,NA,"Luke Mitchell"
"phoenix",0,1,NA,NA,NA,NA,"Terell Robinson"
"phoenix",0,0,NA,NA,NA,NA,"Brad Anderson"
"phoenix",0,1,NA,NA,NA,NA,"Terell Robinson"
